,row,genotype,location,Anthesis,Silk,Days to Anthesis,Days to Silk,Anthesis GDD,Silking GDD
1,TB17  589,b125x  b015,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
2,TB17  590,b169 x  b154,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
3,TB17  591,b107 x  b065,Genetics,7/23/2017,7/22/2017,67,66,4195.3,4121.95
4,TB17  592,b189 x  b125,Genetics,7/27/2017,7/27/2017,71,71,4479.3,4479.3
5,TB17  593,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
6,TB17  594,b169 x  b111,Genetics,7/22/2017,7/22/2017,66,66,4121.95,4121.95
7,TB17  595,b175 x  b144,Genetics,7/19/2017,7/19/2017,63,63,3905.55,3905.55
8,TB17  596,b111x  B73,Genetics,7/24/2017,7/26/2017,68,70,4269.2,4409.65
9,TB17  597  ,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
10,TB17  598,b125x  b004,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
11,TB17  599,b144 x  b057,Genetics,7/27/2017,7/27/2017,71,71,4479.3,4479.3
12,TB17  600,b111 x  b057,Genetics,NA,NA,NA,NA,NA,NA
13,TB17  601,b154x  b004,Genetics,7/25/2017,7/27/2017,69,71,4339.55,4479.3
14,TB17  602,b102 x  b065,Genetics,7/25/2017,7/25/2017,69,69,4339.55,4339.55
15,TB17  603,b189 x  b111,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
16,TB17  604,B73v4,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
17,TB17  605,b175x  b015,Genetics,7/19/2017,7/21/2017,63,65,3905.55,4049.05
18,TB17  606,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
19,TB17  607 , b154 x  b125,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
20,TB17  608,b049x  B73,Genetics,7/25/2017,7/22/2017,69,66,4339.55,4121.95
21,TB17  609,b015x  B73,Genetics,7/23/2017,7/24/2017,67,68,4195.3,4269.2
22,TB17  610,b078 x  b049,Genetics,7/21/2017,7/21/2017,65,65,4049.05,4049.05
23,TB17  611,b131 x  b057,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
24,TB17  612,b189 x  b131,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
25,TB17  613,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
26,TB17  614,b175x  B73,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
27,TB17  615,b189 x  B73,Genetics,NA,NA,NA,NA,NA,NA
28,TB17  616,b107x  B73,Genetics,7/23/2017,7/22/2017,67,66,4195.3,4121.95
29,TB17  617  ,b189 x  b049,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
30,TB17  618,b102 x  b044,Genetics,7/25/2017,7/25/2017,69,69,4339.55,4339.55
31,TB17  619,b175x  b004,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
32,TB17  620,b125 x  b057,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
33,TB17  621,b125 x  b102,Genetics,7/22/2017,7/22/2017,66,66,4121.95,4121.95
34,TB17  622,b136 x  b055,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
35,TB17  623,b169 x  b065,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
36,TB17  624,b169 x  b125,Genetics,7/23/2017,7/22/2017,67,66,4195.3,4121.95
37,TB17  625,b175 x  b078,Genetics,7/19/2017,7/22/2017,63,66,3905.55,4121.95
38,TB17  626,b154 x  b144,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
39,TB17  627 , b057 x  b055,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
40,TB17  628,b111 x  b055,Genetics,NA,NA,NA,NA,NA,NA
41,TB17  629,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
42,TB17  630,b175 x  b057,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
43,TB17  631,b131 x  b055,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
44,TB17  632,b175 x  b107,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
45,TB17  633,b111x  B73,Genetics,7/21/2017,7/24/2017,65,68,4049.05,4269.2
46,TB17  634,b154 x  B73,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
47,TB17  635,b055 x  b044,Genetics,7/25/2017,7/24/2017,69,68,4339.55,4269.2
48,TB17  636,b125 x  b055,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
49,TB17  637  ,b189 x  b144,Genetics,7/23/2017,7/24/2017,67,68,4195.3,4269.2
50,TB17  638,b057 x  B73,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
51,TB17  639,b102 x  b049,Genetics,7/25/2017,7/23/2017,69,67,4339.55,4195.3
52,TB17  640,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
53,TB17  641,b154x  b040,Genetics,7/25/2017,7/22/2017,69,66,4339.55,4121.95
54,TB17  642,b049x  b015,Genetics,7/21/2017,7/21/2017,65,65,4049.05,4049.05
55,TB17  643,b111 x  b102,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
56,TB17  644,b144 x  b065,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
57,TB17  645,b055 x  B73,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
58,TB17  646,b057 x  B73,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
59,TB17  647  ,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
60,TB17  648,b065x  B73,Genetics,7/17/2017,7/17/2017,61,61,3765.4,3765.4
61,TB17  649,b189 x  b154,Genetics,NA,NA,NA,NA,NA,NA
62,TB17  650,b131x  b015,Genetics,7/19/2017,7/19/2017,63,63,3905.55,3905.55
63,TB17  651,b055x  b040,Genetics,7/19/2017,7/21/2017,63,65,3905.55,4049.05
64,TB17  652,b107x  b004,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
65,TB17  653,b189 x  b169,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
66,TB17  654,b154 x  b136,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
67,TB17  655,b154 x  b107,Genetics,NA,7/19/2017,NA,63,NA,3905.55
68,TB17  656,b175 x  b136,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
69,TB17  657  ,b154 x  b057,Genetics,7/23/2017,7/26/2017,67,70,4195.3,4409.65
70,TB17  658,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
71,TB17  659,b102 x  b055,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
72,TB17  660,b136 x  b125,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
73,TB17  661,b078x  b015,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
74,TB17  662,b107 x  b044,Genetics,7/25/2017,7/25/2017,69,69,4339.55,4339.55
75,TB17  663,b169 x  b055,Genetics,7/23/2017,7/22/2017,67,66,4195.3,4121.95
76,TB17  664,b044x  b004,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
77,TB17  665,b144 x  b111,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
78,TB17  666,b102 x  b078,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
79,TB17  667  ,b154 x  b102,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
80,TB17  668,b131 x  b111,Genetics,7/23/2017,7/22/2017,67,66,4195.3,4121.95
81,TB17  669,b107 x  b057,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
82,TB17  670,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
83,TB17  671,B73v4,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
84,TB17  672,b175 x  b131,Genetics,7/19/2017,7/19/2017,63,63,3905.55,3905.55
85,TB17  673,b111 x  b049,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
86,TB17  674,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
87,TB17  675,b065 x  b057,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
88,TB17  676,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
89,TB17  677  ,b189 x  b044,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
90,TB17  678,b169 x  b057,Genetics,7/22/2017,7/24/2017,66,68,4121.95,4269.2
91,TB17  679,B73v4,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
92,TB17  680,b125x  b040,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
93,TB17  681,b102x  B73,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
94,TB17  682,b065x  b015,Genetics,7/21/2017,7/24/2017,65,68,4049.05,4269.2
95,TB17  683,b144x  b040,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
96,TB17  684,b004x  B73,Genetics,7/23/2017,7/23/2017,67,67,4195.3,4195.3
97,TB17  685,b125 x  b044,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
98,TB17  686,b169 x  b131,Genetics,7/21/2017,7/21/2017,65,65,4049.05,4049.05
99,TB17  687  ,b175 x  b154,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
100,TB17  688,b169x  b004,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
101,TB17  689,b144 x  b125,Genetics,8/3/2017,8/4/2017,78,79,4938.85,5006.95
102,TB17  690,b154 x  b055,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
103,TB17  691,b125 x  b049,Genetics,NA,NA,NA,NA,NA,NA
104,TB17  692,b078x  B73,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
105,TB17  693,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
106,TB17  694,b175x  b040,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
107,TB17  695,b131 x  b125,Genetics,7/19/2017,7/19/2017,63,63,3905.55,3905.55
108,TB17  696,b169x  B73,Genetics,7/30/2017,7/30/2017,74,74,4686.75,4686.75
109,TB17  697 , b175 x  b102,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
110,TB17  698,b004x  B73,Genetics,7/23/2017,7/23/2017,67,67,4195.3,4195.3
111,TB17  699,b131 x  b107,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
112,TB17  700,b189 x  b175,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
113,TB17  701,b102x  b004,Genetics,NA,NA,NA,NA,NA,NA
114,TB17  702,b154 x  b111,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
115,TB17  703,b065 x  b049,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
116,TB17  704,b169 x  b049,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
117,TB17  705,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
118,TB17  706,b169 x  b044,Genetics,7/23/2017,7/23/2017,67,67,4195.3,4195.3
119,TB17  707  ,b136x  b004,Genetics,7/22/2017,7/22/2017,66,66,4121.95,4121.95
120,TB17  708,b040x  B73,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
121,TB17  709,b144 x  b055,Genetics,7/19/2017,7/19/2017,63,63,3905.55,3905.55
122,TB17  710,b189 x  b057,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
123,TB17  711,b154 x  b049,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
124,TB17  712,b055 x  b049,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
125,TB17  713,b065x  b004,Genetics,7/21/2017,7/23/2017,65,67,4049.05,4195.3
126,TB17  714,b055x  b004,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
127,TB17  715,b175x  B73,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
128,TB17  716,b049x  b040,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
129,TB17  717 , b136 x  b065,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
130,TB17  718,b189 x  b055,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
131,TB17  719,b144 x  b044,Genetics,7/21/2017,7/21/2017,65,65,4049.05,4049.05
132,TB17  720,b015 x b044,Genetics,7/31/2017,8/1/2017,75,76,4748.95,4808.85
133,TB17  721,b189 x  b078,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
134,TB17  722,b107 x  b078,Genetics,7/19/2017,7/19/2017,63,63,3905.55,3905.55
135,TB17  723,b057x  b015,Genetics,7/19/2017,7/22/2017,63,66,3905.55,4121.95
136,TB17  724,b055x  b015,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
137,TB17  725,b065 x  b044,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
138,TB17  726,b136 x  b111,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
139,TB17  727 , b057x  b004,Genetics,NA,NA,NA,NA,NA,NA
140,TB17  728,b111 x  b107,Genetics,NA,NA,NA,NA,NA,NA
141,TB17  729,b125 x  b065,Genetics,7/18/2017,7/19/2017,62,63,3834.75,3905.55
142,TB17  730,b144x  b004,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
143,TB17  731,b131 x  b044,Genetics,7/23/2017,7/24/2017,67,68,4195.3,4269.2
144,TB17  732,b102x  b040,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
145,TB17  733,b175 x  b111,Genetics,7/21/2017,7/21/2017,65,65,4049.05,4049.05
146,TB17  734,b144x  B73,Genetics,7/21/2017,7/24/2017,65,68,4049.05,4269.2
147,TB17  735,b144x  B73,Genetics,7/23/2017,7/23/2017,67,67,4195.3,4195.3
148,TB17  736,b107 x  b102,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
149,TB17  737 , b189x  b015,Genetics,7/19/2017,7/21/2017,63,65,3905.55,4049.05
150,TB17  738,b057 x  b044,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
151,TB17  739,b040x  b004,Genetics,7/23/2017,7/23/2017,67,67,4195.3,4195.3
152,TB17  740,b107x  b015,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
153,TB17  741,b057 x  b049,Genetics,7/27/2017,7/27/2017,71,71,4479.3,4479.3
154,TB17  742,b065x  b040,Genetics,7/17/2017,7/17/2017,61,61,3765.4,3765.4
155,TB17  743,b189x  b040,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
156,TB17  744,b154 x  B73,Genetics,7/22/2017,7/24/2017,66,68,4121.95,4269.2
157,TB17  745,b078 x  b057,Genetics,7/23/2017,7/22/2017,67,66,4195.3,4121.95
158,TB17  746,b136 x  b102,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
159,TB17  747  ,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
160,TB17  748,b125 x  b111,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
161,TB17  749,b154x  b015,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
162,TB17  750,b102x  B73,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
163,TB17  751,b154 x  b078,Genetics,7/23/2017,7/24/2017,67,68,4195.3,4269.2
164,TB17  752,b189 x  b065,Genetics,7/23/2017,7/24/2017,67,68,4195.3,4269.2
165,TB17  753,b144 x  b107,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
166,TB17  754,b107 x  b055,Genetics,7/21/2017,7/24/2017,65,68,4049.05,4269.2
167,TB17  755,b111x  b015,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
168,TB17  756,b040x  B73,Genetics,NA,NA,NA,NA,NA,NA
169,TB17  757  ,b107x  B73,Genetics,7/20/2017,7/23/2017,64,67,3977,4195.3
170,TB17  758,b154 x  b044,Genetics,7/25/2017,7/24/2017,69,68,4339.55,4269.2
171,TB17  759,b154 x  b131,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
172,TB17  760,b169 x  b102,Genetics,7/23/2017,7/24/2017,67,68,4195.3,4269.2
173,TB17  761,b154 x  b065,Genetics,7/19/2017,7/22/2017,63,66,3905.55,4121.95
174,TB17  762,b102x  b015,Genetics,7/19/2017,7/21/2017,63,65,3905.55,4049.05
175,TB17  763,b131x  b004,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
176,TB17  764,b065 x  b055,Genetics,7/19/2017,7/24/2017,63,68,3905.55,4269.2
177,TB17  765,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
178,TB17  766,b131x  B73,Genetics,7/23/2017,7/23/2017,67,67,4195.3,4195.3
179,TB17  767  ,b136x  B73,Genetics,8/2/2017,8/2/2017,77,77,4870.3,4870.3
180,TB17  768,b125x  B73,Genetics,7/25/2017,7/29/2017,69,73,4339.55,4619.7
181,TB17  769,b131 x  b078,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
182,TB17  770,b144 x  b102,Genetics,7/23/2017,7/24/2017,67,68,4195.3,4269.2
183,TB17  771,b111 x  b065,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
184,TB17  772,b136x  b040,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
185,TB17  773,b169x  B73,Genetics,7/25/2017,7/25/2017,69,69,4339.55,4339.55
186,TB17  774,b049x  b004,Genetics,7/31/2017,8/1/2017,75,76,4748.95,4808.85
187,TB17  775,b175 x  b044,Genetics,7/30/2017,7/30/2017,74,74,4686.75,4686.75
188,TB17  776,b049x  B73,Genetics,NA,NA,NA,NA,NA,NA
189,TB17  777 , b144 x  b131,Genetics,7/22/2017,7/24/2017,66,68,4121.95,4269.2
190,TB17  778,b131 x  b049,Genetics,7/27/2017,7/27/2017,71,71,4479.3,4479.3
191,TB17  779,b175 x  b055,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
192,TB17  780,b125x  B73,Genetics,NA,NA,NA,NA,NA,NA
193,TB17  781,b111x  b004,Genetics,NA,7/24/2017,NA,68,NA,4269.2
194,TB17  782,b107x  b040,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
195,TB17  783,B73v4,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
196,TB17  784,b078 x  b065,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
197,TB17  785,b189 x  b107,Genetics,7/23/2017,7/23/2017,67,67,4195.3,4195.3
198,TB17  786,b111 x  b044,Genetics,7/23/2017,7/23/2017,67,67,4195.3,4195.3
199,TB17  787  ,b131 x  b102,Genetics,7/22/2017,7/24/2017,66,68,4121.95,4269.2
200,TB17  788,b144 x  b136,Genetics,7/23/2017,7/22/2017,67,66,4195.3,4121.95
201,TB17  789,b189 x  b102,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
202,TB17  790,b169x  b015,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
203,TB17  791,b175 x  b169,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
204,TB17  792,b131x  b040,Genetics,7/26/2017,7/25/2017,70,69,4409.65,4339.55
205,TB17  793,b015x  b004,Genetics,7/18/2017,7/20/2017,62,64,3834.75,3977
206,TB17  794,b175 x  b065,Genetics,7/17/2017,7/17/2017,61,61,3765.4,3765.4
207,TB17  795,b125 x  b107,Genetics,7/19/2017,7/24/2017,63,68,3905.55,4269.2
208,TB17  796,b057x  b040,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
209,TB17  797  ,b189x  b004,Genetics,7/19/2017,7/22/2017,63,66,3905.55,4121.95
210,TB17  798,b131x  B73,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
211,TB17  799,b125 x  b078,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
212,TB17  800,b169x  b040,Genetics,7/23/2017,7/24/2017,67,68,4195.3,4269.2
213,TB17  801,b189 x  b136,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
214,TB17  802,b169 x  b107,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
215,TB17  803,b144x  b015,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
216,TB17  804,b102 x  b057,Genetics,7/19/2017,7/21/2017,63,65,3905.55,4049.05
217,TB17  805,b055 x  B73,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
218,TB17  806,b111x  b040,Genetics,NA,NA,NA,NA,NA,NA
219,TB17  807 , b015x  B73,Genetics,NA,NA,NA,NA,NA,NA
220,TB17  808,b136 x  b044,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
221,TB17  809,b049x  B73,Genetics,7/22/2017,7/25/2017,66,69,4121.95,4339.55
222,TB17  810,b111x  b004,Genetics,7/25/2017,7/25/2017,69,69,4339.55,4339.55
223,TB17  811,b125 x  b065,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
224,TB17  812,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
225,TB17  813,b107 x  b078,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
226,TB17  814,b136 x  b102,Genetics,7/23/2017,7/24/2017,67,68,4195.3,4269.2
227,TB17  815,b189x  b040,Genetics,7/23/2017,7/24/2017,67,68,4195.3,4269.2
228,TB17  816,b169 x  b102,Genetics,7/23/2017,7/23/2017,67,67,4195.3,4195.3
229,TB17  817,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
230,TB17  818, b049x  b040,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
231,TB17  819,b189 x  b044,Genetics,7/21/2017,7/24/2017,65,68,4049.05,4269.2
232,TB17  820,b175 x  b131,Genetics,7/19/2017,7/20/2017,63,64,3905.55,3977
233,TB17  821,b057 x  b044,Genetics,7/21/2017,7/24/2017,65,68,4049.05,4269.2
234,TB17  822,b131 x  b057,Genetics,7/21/2017,7/24/2017,65,68,4049.05,4269.2
235,TB17  823,b144x  B73,Genetics,7/21/2017,7/23/2017,65,67,4049.05,4195.3
236,TB17  824,b169 x  b131,Genetics,7/22/2017,7/22/2017,66,66,4121.95,4121.95
237,TB17  825,b154 x  b125,Genetics,7/19/2017,7/21/2017,63,65,3905.55,4049.05
238,TB17  826,b131x  b004,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
239,TB17  827,b154 x  b111,Genetics,7/21/2017,7/24/2017,65,68,4049.05,4269.2
240,TB17  828,b111x  B73,Genetics,7/24/2017,7/24/2017,68,68,4269.2,4269.2
241,TB17  829,b175 x  b144,Genetics,7/21/2017,7/21/2017,65,65,4049.05,4049.05
242,TB17  830,b189 x  b078,Genetics,7/28/2017,7/27/2017,72,71,4551.5,4479.3
243,TB17  831,b057 x  B73,Genetics,7/28/2017,7/31/2017,72,75,4551.5,4748.95
244,TB17  832,b111 x  b057,Genetics,NA,NA,NA,NA,NA,NA
245,TB17  833,B73v4,Genetics,7/23/2017,7/24/2017,67,68,4195.3,4269.2
246,TB17  834,b102 x  b055,Genetics,7/24/2017,7/25/2017,68,69,4269.2,4339.55
247,TB17  835,b169 x  b057,Genetics,7/25/2017,7/25/2017,69,69,4339.55,4339.55
248,TB17  836,b169x  B73,Genetics,7/25/2017,7/26/2017,69,70,4339.55,4409.65
249,TB17  837,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
250,TB17  838,b169 x  b055,Genetics,7/22/2017,7/22/2017,66,66,4121.95,4121.95
251,TB17  839,b065x  b040,Genetics,7/17/2017,7/18/2017,61,62,3765.4,3834.75
252,TB17  840,b144 x  b107,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
253,TB17  841,b169 x  b065,Genetics,7/22/2017,7/24/2017,66,68,4121.95,4269.2
254,TB17  842,b131 x  b107,Genetics,7/22/2017,7/22/2017,66,66,4121.95,4121.95
255,TB17  843,b189 x  b055,Genetics,NA,7/24/2017,NA,68,NA,4269.2
256,TB17  844,b057 x  b049,Genetics,7/25/2017,7/24/2017,69,68,4339.55,4269.2
257,TB17  845,b175x  b004,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
258,TB17  846,B73v4,Genetics,NA,NA,NA,NA,NA,NA
259,TB17  847,b111x  B73,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
260,TB17  848, b154 x  b136,Genetics,7/21/2017,NA,65,NA,4049.05,NA
261,TB17  849,b107x  B73,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
262,TB17  850,PHZ51,Genetics,NA,NA,NA,NA,NA,NA
263,TB17  851,b136 x  b125,Genetics,NA,NA,NA,NA,NA,NA
264,TB17  852,b040x  b004,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
265,TB17  853,b102x  b004,Genetics,7/23/2017,7/25/2017,67,69,4195.3,4339.55
266,TB17  854,b057x  b004,Genetics,NA,NA,NA,NA,NA,NA
267,TB17  855,b055 x  b044,Genetics,7/23/2017,7/25/2017,67,69,4195.3,4339.55
268,TB17  856,b125x  B73,Genetics,7/21/2017,7/24/2017,65,68,4049.05,4269.2
269,TB17  857,b189 x  b102,Genetics,7/21/2017,7/22/2017,65,66,4049.05,4121.95
270,TB17  858,b004x  B73,Genetics,7/25/2017,7/25/2017,69,69,4339.55,4339.55
271,TB17  859,b189 x  b144,Genetics,7/21/2017,7/26/2017,65,70,4049.05,4409.65
272,TB17  860,b189 x  b175,Genetics,7/23/2017,7/24/2017,67,68,4195.3,4269.2
273,TB17  861,b175 x  b154,Genetics,7/19/2017,7/21/2017,63,65,3905.55,4049.05
274,TB17  862,b102 x  b049,Genetics,7/21/2017,7/21/2017,65,65,4049.05,4049.05
275,TB17  863,b125 x  b102,Genetics,7/20/2017,7/24/2017,64,68,3977,4269.2
276,TB17  864,b102 x  b078,Genetics,7/21/2017,7/21/2017,65,65,4049.05,4049.05
277,TB17  865,b154x  b015,Genetics,7/19/2017,7/21/2017,63,65,3905.55,4049.05
278,TB17  866,b169 x  b154,Genetics,7/21/2017,7/23/2017,65,67,4049.05,4195.3
279,TB17  867,b175 x  b057,Genetics,7/21/2017,7/23/2017,65,67,4049.05,4195.3
280,TB17  868, b144 x  b111,Genetics,7/21/2017,7/24/2017,65,68,4049.05,4269.2
281,TB17  869,b136 x  b065,Genetics,NA,NA,NA,NA,NA,NA
282,TB17  870,b111x  b015,Genetics,NA,NA,NA,NA,NA,NA
283,TB17  871,b111 x  b107,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
284,TB17  872,b144 x  b102,Genetics,7/21/2017,7/24/2017,65,68,4049.05,4269.2
285,TB17  873,b125 x  b055,Genetics,7/23/2017,7/25/2017,67,69,4195.3,4339.55
286,TB17  874,b154 x  b065,Genetics,7/20/2017,7/22/2017,64,66,3977,4121.95
287,TB17  875,b102x  b040,Genetics,7/23/2017,7/24/2017,67,68,4195.3,4269.2
288,TB17  876,b078x  b015,Genetics,7/21/2017,7/24/2017,65,68,4049.05,4269.2
289,TB17  877,b175 x  b055,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
290,TB17  878,b125 x  b044,Genetics,7/22/2017,7/24/2017,66,68,4121.95,4269.2
291,TB17  879,b189x  b004,Genetics,7/20/2017,7/20/2017,64,64,3977,3977
292,TB17  880,B73v4,Genetics,7/21/2017,7/24/2017,65,68,4049.05,4269.2
293,TB17  881,b131x  B73,Genetics,7/23/2017,7/23/2017,67,67,4195.3,4195.3
294,TB17  882,b131x  B73,Genetics,7/20/2017,7/21/2017,64,65,3977,4049.05
295,TB17  883,b154x  b040,Genetics,NA,7/25/2017,NA,69,NA,4339.55
296,TB17  884,b154 x  B73,Genetics,7/23/2017,7/24/2017,67,68,4195.3,4269.2
297,TB17  885,b154 x  b057,Genetics,7/23/2017,7/23/2017,67,67,4195.3,4195.3
298,TB17  886,b055 x  b049,Genetics,NA,NA,NA,NA,NA,NA
299,TB17  887,b154 x  b102,Genetics,7/26/2017,7/25/2017,70,69,4409.65,4339.55
